book_id,chap_num,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,title,chapter_regex,book_len,n_chaps,kendall_sum,doc
1,1.0,-0.07769083259224935,-0.00948433751186672,-0.15362671409982126,0.04671079426253712,-0.1458076225318722,-0.10404673045416422,-0.023179384282297707,-0.16655357604215898,0.11878877546928841,0.052797493081664364,Harry Potter and the Sorcerer's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Sorcerer's Stone 1.0
1,2.0,-0.19786094382701838,-0.124450323979633,-0.06358530003884444,0.017786744988979607,0.014053753930661585,0.053039255464692445,-0.410522943328113,-0.15436452538940268,-0.33468328078951726,0.02076396672877331,Harry Potter and the Sorcerer's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Sorcerer's Stone 2.0
1,3.0,-0.07610367959339864,0.018462619299992402,-0.25832606711326955,0.12463618264432583,-0.13967857580181198,0.06194064355028368,-0.2501632528947385,-0.27596827177146854,-0.007534648078253924,0.008870644951030359,Harry Potter and the Sorcerer's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Sorcerer's Stone 3.0
1,4.0,0.6897912616989099,-0.4317477872306966,-0.13160922719205556,-0.09828977005341455,-0.13854283038119153,-0.06545361749657555,-0.044334317378999226,-0.0886673454842453,-0.03960610514492575,0.10667788199069221,Harry Potter and the Sorcerer's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Sorcerer's Stone 4.0
1,5.0,0.5279629225876838,-0.26346795406868184,-0.20731297882888386,-0.043656753949064514,-0.06827175463384269,-0.13676822129815,-0.09678258855306632,0.04469090283122504,0.018064842616419732,0.11567855290503481,Harry Potter and the Sorcerer's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Sorcerer's Stone 5.0
1,6.0,0.00026222344926442667,0.04080558730935768,-0.2067749001240749,0.2882097728146532,0.16957457630522615,-0.43174664319508377,0.020547847817171866,0.05813359554474336,-0.16287957235759448,-0.09233838181428436,Harry Potter and the Sorcerer's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Sorcerer's Stone 6.0
1,7.0,-0.008438655631299473,0.1272064928787232,0.07806575546736472,0.020243009162177028,0.19948079103376407,-0.2756363142368935,-0.017511544184459264,0.07761884946744926,-0.06140945926216126,0.19292977101255893,Harry Potter and the Sorcerer's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Sorcerer's Stone 7.0
1,8.0,0.16450569704125173,0.21787453259586995,0.0038450983191192136,-0.18261299162499797,0.19700820048881776,0.03189330153677193,-0.14339208994950148,-0.1491039788003946,-0.08042251299273798,0.15177744446131763,Harry Potter and the Sorcerer's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Sorcerer's Stone 8.0
1,9.0,0.08643649077538824,0.1706137436166047,0.26662827006358714,0.30311790790629056,0.04752515808911527,-0.032124924774113106,-0.0538284828263776,-0.11559633712530626,-0.0033253002793887966,0.24039895978855885,Harry Potter and the Sorcerer's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Sorcerer's Stone 9.0
1,10.0,0.10569305203766957,0.22268010552511305,0.22379868299734076,0.2648117842263644,-0.07133034191616709,0.08740344357434576,-0.030468393046073662,-0.0401128543050361,-0.05058461638456879,0.03580364246719164,Harry Potter and the Sorcerer's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5126863709138716,Harry Potter and the Sorcerer's Stone 10.0
